Assignee,Task_Tag,task_count
A-60482,Feature / Improvement Implementation,1
A-60483,Feature / Improvement Implementation,2
A-60483,Testing & Verification,1
A-60484,Bug fixing / Maintenance,1
A-60485,Feature / Improvement Implementation,1
A-60486,Bug fixing / Maintenance,1
A-60487,Bug fixing / Maintenance,1
A-60488,Feature / Improvement Implementation,1
A-60489,Bug fixing / Maintenance,1
A-6049,Bug fixing / Maintenance,452
A-6049,Feature / Improvement Implementation,162
A-6049,Build & Release Engineering,157
A-6049,Testing & Verification,120
A-6049,Project / General Task,60
A-6049,Documentation,44
A-6049,Design & API Evolution,33
A-6049,Other,13
A-6049,Performance Optimization,8
A-6049,Code Refactoring & Cleanup,6
A-60490,Build & Release Engineering,1
A-60491,Feature / Improvement Implementation,7
A-60491,Testing & Verification,4
A-60491,Bug fixing / Maintenance,3
A-60491,Build & Release Engineering,3
A-60491,Documentation,3
A-60491,Other,2
A-60491,Code Refactoring & Cleanup,1
A-60491,Performance Optimization,1
A-60491,Project / General Task,1
A-60492,Feature / Improvement Implementation,2
A-60492,Other,1
A-60493,Feature / Improvement Implementation,1
A-60495,Bug fixing / Maintenance,1
A-60496,Bug fixing / Maintenance,1
A-60497,Bug fixing / Maintenance,2
A-60498,Bug fixing / Maintenance,1
A-60499,Feature / Improvement Implementation,1
A-605,Bug fixing / Maintenance,117
A-605,Feature / Improvement Implementation,64
A-605,Design & API Evolution,24
A-605,Build & Release Engineering,21
A-605,Other,21
A-605,Testing & Verification,14
A-605,Documentation,9
A-605,Code Refactoring & Cleanup,4
A-605,Project / General Task,2
A-6050,Bug fixing / Maintenance,111
A-6050,Feature / Improvement Implementation,64
A-6050,Build & Release Engineering,40
A-6050,Testing & Verification,23
A-6050,Project / General Task,20
A-6050,Code Refactoring & Cleanup,12
A-6050,Performance Optimization,11
A-6050,Design & API Evolution,10
A-6050,Documentation,6
A-6050,Other,2
A-60501,Bug fixing / Maintenance,1
A-60502,Bug fixing / Maintenance,1
A-60503,Bug fixing / Maintenance,3
A-60503,Project / General Task,1
A-60505,Bug fixing / Maintenance,2
A-60506,Bug fixing / Maintenance,1
A-60508,Bug fixing / Maintenance,1
A-60509,Documentation,1
A-60509,Performance Optimization,1
A-6051,Bug fixing / Maintenance,337
A-6051,Feature / Improvement Implementation,191
A-6051,Build & Release Engineering,50
A-6051,Design & API Evolution,48
A-6051,Testing & Verification,37
A-6051,Other,28
A-6051,Documentation,25
A-6051,Code Refactoring & Cleanup,23
A-6051,Performance Optimization,16
A-6051,Project / General Task,2
A-60510,Feature / Improvement Implementation,1
A-60511,Feature / Improvement Implementation,1
A-60512,Bug fixing / Maintenance,1
A-60513,Bug fixing / Maintenance,1
A-60514,Bug fixing / Maintenance,1
A-60515,Feature / Improvement Implementation,1
A-60516,Bug fixing / Maintenance,2
A-60516,Project / General Task,2
A-60517,Bug fixing / Maintenance,2
A-60518,Bug fixing / Maintenance,1
A-60519,Bug fixing / Maintenance,1
A-6052,Bug fixing / Maintenance,19
A-6052,Testing & Verification,18
A-6052,Documentation,10
A-6052,Feature / Improvement Implementation,10
A-6052,Build & Release Engineering,7
A-6052,Design & API Evolution,4
A-6052,Performance Optimization,1
A-60520,Bug fixing / Maintenance,1
A-60521,Bug fixing / Maintenance,1
A-60522,Feature / Improvement Implementation,1
A-60523,Bug fixing / Maintenance,7
A-60523,Feature / Improvement Implementation,5
A-60523,Testing & Verification,1
A-60524,Build & Release Engineering,1
A-60525,Bug fixing / Maintenance,1
A-60526,Bug fixing / Maintenance,1
A-60527,Feature / Improvement Implementation,30
A-60527,Bug fixing / Maintenance,12
A-60527,Build & Release Engineering,2
A-60527,Design & API Evolution,1
A-60527,Performance Optimization,1
A-60528,Bug fixing / Maintenance,4
A-60529,Bug fixing / Maintenance,1
A-60529,Design & API Evolution,1
A-60529,Project / General Task,1
A-6053,Bug fixing / Maintenance,125
A-6053,Testing & Verification,68
A-6053,Feature / Improvement Implementation,23
A-6053,Project / General Task,21
A-6053,Build & Release Engineering,19
A-6053,Documentation,9
A-6053,Design & API Evolution,4
A-6053,Other,4
A-6053,Code Refactoring & Cleanup,2
A-6053,Performance Optimization,1
A-60530,Bug fixing / Maintenance,1
A-60531,Bug fixing / Maintenance,1
A-60532,Project / General Task,1
A-60533,Feature / Improvement Implementation,1
A-60534,Bug fixing / Maintenance,2
A-60535,Bug fixing / Maintenance,1
A-60536,Bug fixing / Maintenance,1
A-60536,Testing & Verification,1
A-60537,Design & API Evolution,1
A-60539,Bug fixing / Maintenance,1
A-60539,Design & API Evolution,1
A-6054,Bug fixing / Maintenance,218
A-6054,Feature / Improvement Implementation,36
A-6054,Testing & Verification,28
A-6054,Build & Release Engineering,12
A-6054,Documentation,7
A-6054,Design & API Evolution,4
A-6054,Code Refactoring & Cleanup,1
A-60540,Build & Release Engineering,1
A-60541,Bug fixing / Maintenance,1
A-60542,Bug fixing / Maintenance,1
A-60542,Testing & Verification,1
A-60543,Bug fixing / Maintenance,1
A-60544,Build & Release Engineering,1
A-60545,Bug fixing / Maintenance,1
A-60546,Project / General Task,1
A-60547,Bug fixing / Maintenance,1
A-6055,Bug fixing / Maintenance,41
A-6055,Testing & Verification,29
A-6055,Build & Release Engineering,14
A-6055,Feature / Improvement Implementation,10
A-6055,Other,3
A-6055,Design & API Evolution,1
A-6055,Documentation,1
A-60550,Design & API Evolution,1
A-60550,Feature / Improvement Implementation,1
A-60551,Bug fixing / Maintenance,1
A-60552,Feature / Improvement Implementation,1
A-60553,Feature / Improvement Implementation,1
A-60554,Bug fixing / Maintenance,1
A-60555,Feature / Improvement Implementation,1
A-60556,Bug fixing / Maintenance,1
A-60557,Feature / Improvement Implementation,2
A-60558,Bug fixing / Maintenance,1
A-60559,Bug fixing / Maintenance,1
A-6056,Bug fixing / Maintenance,394
A-6056,Feature / Improvement Implementation,129
A-6056,Build & Release Engineering,100
A-6056,Documentation,47
A-6056,Testing & Verification,43
A-6056,Performance Optimization,18
A-6056,Design & API Evolution,16
A-6056,Code Refactoring & Cleanup,10
A-6056,Project / General Task,6
A-6056,Other,3
A-60560,Bug fixing / Maintenance,1
A-60561,Other,1
A-60562,Build & Release Engineering,1
A-60562,Design & API Evolution,1
A-60563,Bug fixing / Maintenance,2
A-60564,Build & Release Engineering,2
A-60564,Bug fixing / Maintenance,1
A-60565,Feature / Improvement Implementation,1
A-60566,Bug fixing / Maintenance,1
A-60567,Bug fixing / Maintenance,5
A-60567,Testing & Verification,1
A-60568,Bug fixing / Maintenance,2
A-60569,Feature / Improvement Implementation,1
A-6057,Bug fixing / Maintenance,135
A-6057,Feature / Improvement Implementation,62
A-6057,Testing & Verification,24
A-6057,Design & API Evolution,8
A-6057,Documentation,8
A-6057,Build & Release Engineering,6
A-6057,Performance Optimization,3
A-6057,Code Refactoring & Cleanup,2
A-6057,Other,2
A-60570,Build & Release Engineering,1
A-60570,Feature / Improvement Implementation,1
A-60571,Feature / Improvement Implementation,6
A-60571,Performance Optimization,2
A-60571,Bug fixing / Maintenance,1
A-60571,Code Refactoring & Cleanup,1
A-60571,Documentation,1
A-60574,Bug fixing / Maintenance,1
A-60575,Testing & Verification,1
A-60576,Feature / Improvement Implementation,1
A-60577,Feature / Improvement Implementation,1
A-60579,Feature / Improvement Implementation,1
A-6058,Bug fixing / Maintenance,348
A-6058,Feature / Improvement Implementation,146
A-6058,Testing & Verification,70
A-6058,Build & Release Engineering,57
A-6058,Design & API Evolution,29
A-6058,Other,12
A-6058,Code Refactoring & Cleanup,9
A-6058,Performance Optimization,9
A-6058,Documentation,7
A-6058,Project / General Task,2
A-60580,Feature / Improvement Implementation,1
A-60581,Bug fixing / Maintenance,1
A-60582,Feature / Improvement Implementation,11
A-60582,Bug fixing / Maintenance,10
A-60582,Build & Release Engineering,1
A-60583,Feature / Improvement Implementation,2
A-60583,Documentation,1
A-60585,Bug fixing / Maintenance,1
A-60585,Build & Release Engineering,1
A-60586,Documentation,1
A-60586,Feature / Improvement Implementation,1
A-60587,Bug fixing / Maintenance,1
A-60587,Feature / Improvement Implementation,1
A-60588,Bug fixing / Maintenance,1
A-60589,Bug fixing / Maintenance,1
A-6059,Bug fixing / Maintenance,9
A-6059,Testing & Verification,4
A-6059,Documentation,2
A-6059,Feature / Improvement Implementation,1
A-6059,Project / General Task,1
A-60590,Bug fixing / Maintenance,1
A-60591,Bug fixing / Maintenance,2
A-60592,Bug fixing / Maintenance,1
A-60593,Documentation,1
A-60594,Feature / Improvement Implementation,2
A-60595,Bug fixing / Maintenance,1
A-60596,Design & API Evolution,1
A-60597,Other,1
A-60598,Bug fixing / Maintenance,1
A-60598,Feature / Improvement Implementation,1
A-60599,Bug fixing / Maintenance,2
A-606,Bug fixing / Maintenance,2
A-606,Testing & Verification,1
A-6060,Bug fixing / Maintenance,80
A-6060,Build & Release Engineering,45
A-6060,Feature / Improvement Implementation,43
A-6060,Documentation,39
A-6060,Testing & Verification,26
A-6060,Project / General Task,24
A-6060,Design & API Evolution,8
A-6060,Code Refactoring & Cleanup,5
A-6060,Performance Optimization,1
A-60600,Feature / Improvement Implementation,1
A-60602,Feature / Improvement Implementation,1
A-60603,Bug fixing / Maintenance,1
A-60604,Bug fixing / Maintenance,3
A-60605,Project / General Task,1
A-60608,Bug fixing / Maintenance,1
A-6061,Bug fixing / Maintenance,595
A-6061,Feature / Improvement Implementation,91
A-6061,Testing & Verification,27
A-6061,Design & API Evolution,16
A-6061,Documentation,9
A-6061,Build & Release Engineering,8
A-6061,Performance Optimization,3
A-6061,Code Refactoring & Cleanup,1
A-6061,Other,1
A-60613,Feature / Improvement Implementation,1
A-60614,Documentation,2
A-60615,Bug fixing / Maintenance,1
A-60616,Bug fixing / Maintenance,9
A-60616,Testing & Verification,2
A-60617,Bug fixing / Maintenance,1
A-60618,Bug fixing / Maintenance,1
A-60619,Feature / Improvement Implementation,1
A-6062,Bug fixing / Maintenance,383
A-6062,Feature / Improvement Implementation,213
A-6062,Testing & Verification,95
A-6062,Build & Release Engineering,93
A-6062,Design & API Evolution,44
A-6062,Documentation,40
A-6062,Code Refactoring & Cleanup,17
A-6062,Performance Optimization,8
A-6062,Other,7
A-6062,Project / General Task,6
A-60620,Bug fixing / Maintenance,1
A-60621,Feature / Improvement Implementation,1
A-60623,Feature / Improvement Implementation,1
A-60626,Testing & Verification,1
A-60627,Bug fixing / Maintenance,1
A-60628,Bug fixing / Maintenance,2
A-60629,Bug fixing / Maintenance,8
A-60629,Feature / Improvement Implementation,6
A-6063,Bug fixing / Maintenance,377
A-6063,Feature / Improvement Implementation,102
A-6063,Testing & Verification,94
A-6063,Design & API Evolution,35
A-6063,Build & Release Engineering,18
A-6063,Documentation,18
A-6063,Code Refactoring & Cleanup,3
A-6063,Other,3
A-6063,Project / General Task,2
A-6063,Performance Optimization,1
A-60630,Bug fixing / Maintenance,1
A-60631,Bug fixing / Maintenance,1
A-60632,Testing & Verification,2
A-60634,Bug fixing / Maintenance,1
A-60635,Design & API Evolution,1
A-60636,Feature / Improvement Implementation,1
A-60637,Performance Optimization,1
A-60638,Feature / Improvement Implementation,2
A-6064,Bug fixing / Maintenance,127
A-6064,Feature / Improvement Implementation,61
A-6064,Documentation,24
A-6064,Build & Release Engineering,14
A-6064,Testing & Verification,14
A-6064,Design & API Evolution,8
A-6064,Project / General Task,6
A-6064,Code Refactoring & Cleanup,5
A-6064,Performance Optimization,2
A-60640,Feature / Improvement Implementation,1
A-60641,Bug fixing / Maintenance,1
A-60641,Feature / Improvement Implementation,1
A-60642,Design & API Evolution,2
A-60642,Bug fixing / Maintenance,1
A-60642,Build & Release Engineering,1
A-60642,Code Refactoring & Cleanup,1
A-60642,Other,1
A-60643,Bug fixing / Maintenance,1
A-60644,Bug fixing / Maintenance,1
A-60645,Bug fixing / Maintenance,2
A-60646,Bug fixing / Maintenance,1
A-60647,Feature / Improvement Implementation,1
A-60648,Feature / Improvement Implementation,1
A-6065,Bug fixing / Maintenance,71
A-6065,Feature / Improvement Implementation,13
A-6065,Design & API Evolution,4
A-6065,Testing & Verification,3
A-6065,Build & Release Engineering,1
A-6065,Documentation,1
A-60651,Feature / Improvement Implementation,1
A-60652,Feature / Improvement Implementation,1
A-60653,Bug fixing / Maintenance,1
A-60654,Feature / Improvement Implementation,2
A-60655,Bug fixing / Maintenance,2
A-60656,Bug fixing / Maintenance,1
A-60656,Feature / Improvement Implementation,1
A-60658,Bug fixing / Maintenance,1
A-60659,Bug fixing / Maintenance,1
A-6066,Bug fixing / Maintenance,201
A-6066,Feature / Improvement Implementation,43
A-6066,Testing & Verification,29
A-6066,Build & Release Engineering,19
A-6066,Design & API Evolution,16
A-6066,Code Refactoring & Cleanup,3
A-6066,Documentation,3
A-6066,Performance Optimization,3
A-6066,Other,1
A-60660,Bug fixing / Maintenance,2
A-60661,Bug fixing / Maintenance,1
A-60662,Bug fixing / Maintenance,1
A-60663,Bug fixing / Maintenance,1
A-60663,Build & Release Engineering,1
A-60663,Feature / Improvement Implementation,1
A-60664,Bug fixing / Maintenance,1
A-60665,Bug fixing / Maintenance,1
A-60666,Bug fixing / Maintenance,1
A-60667,Bug fixing / Maintenance,1
A-60668,Bug fixing / Maintenance,1
A-6067,Bug fixing / Maintenance,148
A-6067,Feature / Improvement Implementation,104
A-6067,Design & API Evolution,31
A-6067,Documentation,17
A-6067,Testing & Verification,13
A-6067,Build & Release Engineering,7
A-6067,Code Refactoring & Cleanup,7
A-6067,Performance Optimization,4
A-6067,Project / General Task,3
A-60670,Testing & Verification,1
A-60671,Bug fixing / Maintenance,1
A-60672,Build & Release Engineering,2
A-60673,Bug fixing / Maintenance,1
A-60674,Bug fixing / Maintenance,1
A-60675,Bug fixing / Maintenance,1
A-60676,Bug fixing / Maintenance,1
A-60677,Bug fixing / Maintenance,1
A-60678,Bug fixing / Maintenance,1
A-60679,Bug fixing / Maintenance,1
A-6068,Bug fixing / Maintenance,107
A-6068,Feature / Improvement Implementation,23
A-6068,Testing & Verification,23
A-6068,Build & Release Engineering,17
A-6068,Documentation,10
A-6068,Design & API Evolution,5
A-6068,Code Refactoring & Cleanup,4
A-6068,Project / General Task,1
A-60680,Bug fixing / Maintenance,1
A-60681,Bug fixing / Maintenance,2
A-60682,Bug fixing / Maintenance,1
A-60682,Documentation,1
A-60683,Build & Release Engineering,1
A-60687,Bug fixing / Maintenance,1
A-60689,Build & Release Engineering,1
A-6069,Bug fixing / Maintenance,24
A-6069,Testing & Verification,13
A-6069,Feature / Improvement Implementation,6
A-6069,Design & API Evolution,4
A-6069,Build & Release Engineering,2
A-6069,Documentation,2
A-60690,Bug fixing / Maintenance,1
A-60691,Bug fixing / Maintenance,1
A-60692,Bug fixing / Maintenance,2
A-60692,Feature / Improvement Implementation,1
A-60692,Performance Optimization,1
A-60694,Bug fixing / Maintenance,1
A-60696,Bug fixing / Maintenance,1
A-60698,Bug fixing / Maintenance,1
A-60699,Bug fixing / Maintenance,3
A-607,Feature / Improvement Implementation,3
A-607,Bug fixing / Maintenance,1
A-6070,Bug fixing / Maintenance,141
A-6070,Feature / Improvement Implementation,69
A-6070,Design & API Evolution,20
A-6070,Testing & Verification,16
A-6070,Other,10
A-6070,Build & Release Engineering,9
A-6070,Documentation,7
A-6070,Code Refactoring & Cleanup,2
A-60700,Build & Release Engineering,1
A-60702,Build & Release Engineering,1
A-60707,Bug fixing / Maintenance,1
A-60708,Bug fixing / Maintenance,2
A-60708,Feature / Improvement Implementation,1
A-6071,Bug fixing / Maintenance,14
A-60712,Bug fixing / Maintenance,1
A-60712,Build & Release Engineering,1
A-60713,Documentation,1
A-60716,Bug fixing / Maintenance,1
A-60718,Bug fixing / Maintenance,2
A-60719,Documentation,1
A-6072,Bug fixing / Maintenance,22
A-6072,Feature / Improvement Implementation,14
A-6072,Testing & Verification,13
A-6072,Build & Release Engineering,2
A-6072,Code Refactoring & Cleanup,2
A-6072,Design & API Evolution,2
A-60720,Bug fixing / Maintenance,1
A-60721,Bug fixing / Maintenance,1
A-60723,Bug fixing / Maintenance,1
A-60724,Bug fixing / Maintenance,2
A-60725,Feature / Improvement Implementation,1
A-60726,Bug fixing / Maintenance,1
A-60727,Build & Release Engineering,1
A-60729,Bug fixing / Maintenance,1
A-6073,Bug fixing / Maintenance,15
A-6073,Feature / Improvement Implementation,5
A-6073,Testing & Verification,5
A-6073,Build & Release Engineering,4
A-6073,Documentation,2
A-6073,Design & API Evolution,1
A-60731,Bug fixing / Maintenance,1
A-60732,Bug fixing / Maintenance,1
A-60734,Bug fixing / Maintenance,1
A-60734,Build & Release Engineering,1
A-60737,Design & API Evolution,1
A-60738,Bug fixing / Maintenance,2
A-60739,Bug fixing / Maintenance,1
A-6074,Bug fixing / Maintenance,20
A-6074,Feature / Improvement Implementation,8
A-6074,Testing & Verification,3
A-6074,Build & Release Engineering,2
A-6074,Performance Optimization,2
A-6074,Documentation,1
A-60743,Bug fixing / Maintenance,1
A-60749,Bug fixing / Maintenance,1
A-6075,Bug fixing / Maintenance,23
A-6075,Feature / Improvement Implementation,18
A-6075,Documentation,7
A-6075,Design & API Evolution,6
A-6075,Code Refactoring & Cleanup,2
A-6075,Build & Release Engineering,1
A-6075,Performance Optimization,1
A-6075,Testing & Verification,1
A-60753,Bug fixing / Maintenance,1
A-60757,Feature / Improvement Implementation,1
A-6076,Bug fixing / Maintenance,173
A-6076,Testing & Verification,36
A-6076,Feature / Improvement Implementation,28
A-6076,Design & API Evolution,20
A-6076,Build & Release Engineering,11
A-6076,Documentation,7
A-6076,Other,2
A-6076,Project / General Task,2
A-60760,Bug fixing / Maintenance,2
A-60761,Bug fixing / Maintenance,1
A-60762,Build & Release Engineering,1
A-60764,Bug fixing / Maintenance,1
A-60769,Testing & Verification,1
A-6077,Bug fixing / Maintenance,34
A-6077,Feature / Improvement Implementation,15
A-6077,Testing & Verification,15
A-6077,Other,8
A-6077,Build & Release Engineering,6
A-6077,Design & API Evolution,1
A-6077,Documentation,1
A-6077,Performance Optimization,1
A-6077,Project / General Task,1
A-60772,Bug fixing / Maintenance,1
A-60773,Feature / Improvement Implementation,1
A-60774,Bug fixing / Maintenance,1
A-60775,Feature / Improvement Implementation,8
A-60775,Testing & Verification,7
A-60775,Bug fixing / Maintenance,2
A-60775,Code Refactoring & Cleanup,1
A-60775,Design & API Evolution,1
A-60776,Feature / Improvement Implementation,19
A-60776,Bug fixing / Maintenance,13
A-60776,Testing & Verification,8
A-60776,Project / General Task,5
A-60776,Other,3
A-60776,Design & API Evolution,2
A-60776,Documentation,2
A-60776,Performance Optimization,2
A-60776,Build & Release Engineering,1
A-60776,Code Refactoring & Cleanup,1
A-60777,Project / General Task,1
A-60778,Bug fixing / Maintenance,2
A-60779,Bug fixing / Maintenance,1
A-6078,Bug fixing / Maintenance,4
A-6078,Feature / Improvement Implementation,4
A-6078,Build & Release Engineering,3
A-6078,Testing & Verification,1
A-60780,Bug fixing / Maintenance,1
A-60785,Bug fixing / Maintenance,10
A-60786,Bug fixing / Maintenance,1
A-60787,Bug fixing / Maintenance,1
A-60788,Feature / Improvement Implementation,5
A-60788,Testing & Verification,1
A-60789,Bug fixing / Maintenance,1
A-6079,Bug fixing / Maintenance,8
A-6079,Build & Release Engineering,2
A-6079,Design & API Evolution,2
A-6079,Feature / Improvement Implementation,2
A-6079,Project / General Task,2
A-60790,Bug fixing / Maintenance,1
A-60791,Testing & Verification,8
A-60791,Build & Release Engineering,2
A-60791,Feature / Improvement Implementation,2
A-60791,Other,2
A-60791,Design & API Evolution,1
A-60792,Other,1
A-60793,Bug fixing / Maintenance,2
A-60794,Feature / Improvement Implementation,2
A-60797,Bug fixing / Maintenance,1
A-60798,Bug fixing / Maintenance,1
A-60799,Bug fixing / Maintenance,1
A-608,Bug fixing / Maintenance,6
A-608,Feature / Improvement Implementation,1
A-6080,Bug fixing / Maintenance,26
A-6080,Feature / Improvement Implementation,13
A-6080,Documentation,6
A-6080,Testing & Verification,6
A-6080,Design & API Evolution,3
A-6080,Build & Release Engineering,2
A-6080,Performance Optimization,2
A-6080,Project / General Task,1
A-60800,Bug fixing / Maintenance,3
A-60801,Bug fixing / Maintenance,1
A-60806,Feature / Improvement Implementation,1
A-60807,Other,1
A-60808,Build & Release Engineering,1
A-60809,Bug fixing / Maintenance,1
A-6081,Bug fixing / Maintenance,17
A-6081,Feature / Improvement Implementation,16
A-6081,Design & API Evolution,3
A-6081,Documentation,2
A-6081,Build & Release Engineering,1
A-6081,Testing & Verification,1
A-60810,Bug fixing / Maintenance,1
A-60811,Other,1
A-60812,Bug fixing / Maintenance,1
A-60813,Feature / Improvement Implementation,1
A-60814,Bug fixing / Maintenance,1
A-60815,Bug fixing / Maintenance,1
A-60816,Feature / Improvement Implementation,1
A-60817,Other,1
A-60818,Bug fixing / Maintenance,1
A-60819,Bug fixing / Maintenance,1
A-6082,Feature / Improvement Implementation,9
A-6082,Build & Release Engineering,4
A-6082,Bug fixing / Maintenance,2
A-6082,Design & API Evolution,2
A-6082,Testing & Verification,2
A-6082,Documentation,1
A-6082,Performance Optimization,1
A-60820,Design & API Evolution,1
A-60821,Bug fixing / Maintenance,2
A-60822,Bug fixing / Maintenance,2
A-60823,Other,1
A-60824,Bug fixing / Maintenance,1
A-60826,Bug fixing / Maintenance,1
A-60827,Other,1
A-6083,Bug fixing / Maintenance,258
A-6083,Testing & Verification,106
A-6083,Feature / Improvement Implementation,76
A-6083,Build & Release Engineering,41
A-6083,Documentation,22
A-6083,Design & API Evolution,16
A-6083,Project / General Task,11
A-6083,Performance Optimization,8
A-6083,Other,7
A-6083,Code Refactoring & Cleanup,1
A-60831,Build & Release Engineering,1
A-60836,Testing & Verification,1
A-60837,Project / General Task,1
A-60838,Bug fixing / Maintenance,1
A-6084,Bug fixing / Maintenance,11
A-6084,Build & Release Engineering,1
A-6084,Design & API Evolution,1
A-6084,Documentation,1
A-6084,Feature / Improvement Implementation,1
A-60844,Bug fixing / Maintenance,1
A-60847,Bug fixing / Maintenance,1
A-60849,Feature / Improvement Implementation,3
A-60849,Documentation,1
A-6085,Other,5
A-6085,Bug fixing / Maintenance,3
A-6085,Testing & Verification,3
A-6085,Design & API Evolution,2
A-6085,Documentation,1
A-6085,Feature / Improvement Implementation,1
A-60851,Bug fixing / Maintenance,1
A-60853,Other,1
A-60854,Other,1
A-60857,Testing & Verification,1
A-6086,Bug fixing / Maintenance,1
A-6086,Build & Release Engineering,1
A-60862,Documentation,1
A-60866,Feature / Improvement Implementation,2
A-60867,Other,1
A-60868,Documentation,1
A-60868,Feature / Improvement Implementation,1
A-60869,Bug fixing / Maintenance,1
A-6087,Bug fixing / Maintenance,39
A-6087,Feature / Improvement Implementation,33
A-6087,Testing & Verification,20
A-6087,Build & Release Engineering,9
A-6087,Design & API Evolution,4
A-6087,Performance Optimization,3
A-6087,Documentation,2
A-60870,Other,2
A-60871,Feature / Improvement Implementation,1
A-60874,Bug fixing / Maintenance,2
A-60875,Feature / Improvement Implementation,1
A-60876,Feature / Improvement Implementation,1
A-60877,Documentation,1
A-60879,Other,1
A-6088,Bug fixing / Maintenance,27
A-6088,Testing & Verification,7
A-6088,Build & Release Engineering,3
A-6088,Design & API Evolution,3
A-6088,Feature / Improvement Implementation,3
A-6088,Performance Optimization,2
A-6088,Project / General Task,1
A-60881,Bug fixing / Maintenance,1
A-60882,Other,1
A-60884,Bug fixing / Maintenance,1
A-60885,Feature / Improvement Implementation,2
A-60885,Build & Release Engineering,1
A-60885,Other,1
A-60887,Feature / Improvement Implementation,1
A-60888,Bug fixing / Maintenance,1
A-60889,Documentation,2
A-60889,Bug fixing / Maintenance,1
A-60889,Build & Release Engineering,1
A-60889,Design & API Evolution,1
A-6089,Feature / Improvement Implementation,3
A-6089,Bug fixing / Maintenance,2
A-6089,Testing & Verification,1
A-60890,Other,2
A-60894,Feature / Improvement Implementation,1
A-60896,Feature / Improvement Implementation,1
A-60897,Bug fixing / Maintenance,2
A-609,Feature / Improvement Implementation,12
A-609,Bug fixing / Maintenance,9
A-609,Build & Release Engineering,1
A-609,Design & API Evolution,1
A-609,Documentation,1
A-6090,Bug fixing / Maintenance,21
A-6090,Testing & Verification,13
A-6090,Build & Release Engineering,2
A-6090,Documentation,1
A-6090,Feature / Improvement Implementation,1
A-60901,Feature / Improvement Implementation,1
A-60905,Other,1
A-60906,Build & Release Engineering,1
A-60909,Feature / Improvement Implementation,1
A-6091,Bug fixing / Maintenance,11
A-6091,Feature / Improvement Implementation,5
A-6091,Testing & Verification,4
A-6091,Design & API Evolution,3
A-6091,Build & Release Engineering,2
A-60913,Bug fixing / Maintenance,1
A-6092,Bug fixing / Maintenance,14
A-6092,Feature / Improvement Implementation,10
A-6092,Testing & Verification,7
A-6092,Build & Release Engineering,5
A-6092,Design & API Evolution,2
A-6092,Documentation,2
A-6092,Code Refactoring & Cleanup,1
A-6092,Other,1
A-6092,Project / General Task,1
A-60922,Bug fixing / Maintenance,1
A-60924,Feature / Improvement Implementation,2
A-60925,Bug fixing / Maintenance,1
A-60929,Bug fixing / Maintenance,1
A-60929,Other,1
A-6093,Bug fixing / Maintenance,2
A-60930,Bug fixing / Maintenance,1
A-60930,Other,1
A-60934,Bug fixing / Maintenance,1
A-60935,Bug fixing / Maintenance,1
A-6094,Feature / Improvement Implementation,4
A-6094,Bug fixing / Maintenance,3
A-6094,Design & API Evolution,3
A-6094,Build & Release Engineering,2
A-6094,Testing & Verification,1
A-60940,Bug fixing / Maintenance,1
A-60941,Feature / Improvement Implementation,1
A-60942,Feature / Improvement Implementation,1
A-60945,Bug fixing / Maintenance,1
A-60946,Bug fixing / Maintenance,1
A-60947,Bug fixing / Maintenance,2
A-60948,Bug fixing / Maintenance,1
A-60948,Feature / Improvement Implementation,1
A-6095,Build & Release Engineering,4
A-6095,Testing & Verification,3
A-6095,Bug fixing / Maintenance,1
A-6095,Documentation,1
A-6095,Feature / Improvement Implementation,1
A-60950,Documentation,1
A-60951,Build & Release Engineering,2
A-60951,Feature / Improvement Implementation,1
A-60952,Other,1
A-60952,Testing & Verification,1
A-60955,Bug fixing / Maintenance,2
A-60956,Bug fixing / Maintenance,1
A-60957,Bug fixing / Maintenance,1
A-60958,Bug fixing / Maintenance,1
A-60959,Feature / Improvement Implementation,1
A-6096,Bug fixing / Maintenance,4
A-6096,Feature / Improvement Implementation,1
A-6096,Project / General Task,1
A-60960,Bug fixing / Maintenance,1
A-60961,Build & Release Engineering,1
A-60962,Testing & Verification,1
A-60963,Bug fixing / Maintenance,1
A-60965,Bug fixing / Maintenance,1
A-60968,Feature / Improvement Implementation,1
A-6097,Other,44
A-6097,Project / General Task,12
A-6097,Feature / Improvement Implementation,10
A-6097,Documentation,8
A-6097,Bug fixing / Maintenance,7
A-6097,Build & Release Engineering,6
A-6097,Code Refactoring & Cleanup,3
A-6097,Testing & Verification,1
A-60977,Testing & Verification,1
A-60978,Feature / Improvement Implementation,1
A-6098,Bug fixing / Maintenance,13
A-6098,Build & Release Engineering,6
A-6098,Feature / Improvement Implementation,5
A-6098,Other,3
A-6098,Testing & Verification,2
A-6098,Design & API Evolution,1
A-6098,Documentation,1
A-6098,Project / General Task,1
A-60981,Bug fixing / Maintenance,1
A-60981,Feature / Improvement Implementation,1
A-60984,Feature / Improvement Implementation,1
A-60986,Bug fixing / Maintenance,2
A-60986,Feature / Improvement Implementation,1
A-6099,Bug fixing / Maintenance,2
A-6099,Feature / Improvement Implementation,1
A-60995,Other,1
A-60996,Bug fixing / Maintenance,1
A-61,Testing & Verification,3
A-61,Bug fixing / Maintenance,2
A-61,Documentation,1
A-610,Bug fixing / Maintenance,4
A-610,Testing & Verification,4
A-610,Other,3
A-610,Build & Release Engineering,2
A-610,Feature / Improvement Implementation,2
