Assignee,total_tasks,num_skills,main_skill_tag,Bug fixing / Maintenance,Build & Release Engineering,Code Refactoring & Cleanup,Design & API Evolution,Documentation,Feature / Improvement Implementation,Other,Performance Optimization,Project / General Task,Testing & Verification
A-896,10,6,Bug fixing / Maintenance,5,1,0,1,1,1,0,1,0,0
A-8960,8,5,Bug fixing / Maintenance,2,0,0,0,2,2,0,0,1,1
A-8961,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-8962,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-8963,19,3,Bug fixing / Maintenance,14,0,0,0,0,4,0,0,0,1
A-8964,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-8965,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-8966,53,8,Bug fixing / Maintenance,25,1,1,3,0,12,3,1,0,7
A-8967,8,5,Bug fixing / Maintenance,4,0,0,1,0,1,0,1,0,1
A-8968,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-8969,184,10,Feature / Improvement Implementation,52,18,1,6,6,69,7,1,18,6
A-897,8,2,Bug fixing / Maintenance,7,0,0,0,0,0,0,0,0,1
A-8970,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-8971,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-8972,4,3,Feature / Improvement Implementation,1,0,0,0,0,2,0,1,0,0
A-8973,251,7,Bug fixing / Maintenance,165,2,0,8,21,32,18,0,0,5
A-8974,7,5,Bug fixing / Maintenance,2,1,0,1,1,2,0,0,0,0
A-8975,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-8976,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-8977,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-8978,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-8979,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-898,25,7,Bug fixing / Maintenance,10,1,0,1,0,5,2,4,0,2
A-8980,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-8981,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-8982,13,4,Bug fixing / Maintenance,6,1,0,1,0,5,0,0,0,0
A-8983,15,4,Bug fixing / Maintenance,12,0,0,1,1,0,0,0,0,1
A-8984,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-8985,12,5,Feature / Improvement Implementation,2,1,0,1,1,7,0,0,0,0
A-8986,6,2,Bug fixing / Maintenance,5,0,0,0,0,1,0,0,0,0
A-8987,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-8988,7,2,Bug fixing / Maintenance,5,0,0,0,2,0,0,0,0,0
A-8989,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-899,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-8990,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-8991,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-8992,295,9,Bug fixing / Maintenance,109,13,0,13,4,57,13,1,8,77
A-8993,2,2,Design & API Evolution,0,0,0,1,0,0,0,0,0,1
A-8994,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-8995,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-8996,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-8997,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-8998,13,5,Feature / Improvement Implementation,1,0,0,1,2,8,0,0,0,1
A-8999,5,3,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,1
A-9,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-90,12,2,Bug fixing / Maintenance,11,0,0,0,0,1,0,0,0,0
A-900,17,5,Documentation,5,0,0,0,6,3,2,0,0,1
A-9000,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9001,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-9002,6,3,Bug fixing / Maintenance,4,0,0,1,0,1,0,0,0,0
A-9003,10,5,Bug fixing / Maintenance,3,0,0,1,2,3,1,0,0,0
A-9004,5,1,Bug fixing / Maintenance,5,0,0,0,0,0,0,0,0,0
A-9005,6,2,Bug fixing / Maintenance,5,0,0,0,0,1,0,0,0,0
A-9006,3,2,Feature / Improvement Implementation,0,0,0,0,1,2,0,0,0,0
A-9007,8,5,Project / General Task,1,1,0,0,0,1,2,0,3,0
A-9008,4,4,Bug fixing / Maintenance,1,0,0,1,0,1,0,0,0,1
A-9009,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-901,6,3,Bug fixing / Maintenance,3,0,0,0,0,2,1,0,0,0
A-9010,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9011,256,9,Bug fixing / Maintenance,111,23,0,11,17,67,1,2,4,20
A-9012,34,5,Bug fixing / Maintenance,22,0,0,2,3,6,0,0,0,1
A-9013,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-9014,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9015,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9016,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9017,3,3,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,1,0
A-9018,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9019,6,2,Bug fixing / Maintenance,3,0,0,0,0,3,0,0,0,0
A-902,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9020,99,8,Bug fixing / Maintenance,54,1,0,10,12,13,4,1,0,4
A-9021,11,4,Design & API Evolution,3,0,1,5,0,2,0,0,0,0
A-9022,68,8,Bug fixing / Maintenance,31,5,0,0,1,13,1,1,9,7
A-9023,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9024,3,2,Bug fixing / Maintenance,2,0,0,1,0,0,0,0,0,0
A-9025,3,2,Bug fixing / Maintenance,2,0,0,1,0,0,0,0,0,0
A-9026,17,5,Testing & Verification,3,0,0,1,2,5,0,0,0,6
A-9027,5,3,Bug fixing / Maintenance,2,0,0,0,1,2,0,0,0,0
A-9028,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9029,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-903,20,5,Build & Release Engineering,7,8,0,0,0,1,1,0,0,3
A-9030,16,5,Bug fixing / Maintenance,8,0,0,0,4,2,0,0,1,1
A-9031,17,6,Feature / Improvement Implementation,3,1,0,1,5,6,0,0,1,0
A-9032,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-9033,9,3,Feature / Improvement Implementation,2,0,0,0,1,6,0,0,0,0
A-9034,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-9035,5,5,Build & Release Engineering,0,1,0,1,1,1,1,0,0,0
A-9036,18,6,Feature / Improvement Implementation,3,3,0,0,4,5,2,0,1,0
A-9037,3,2,Build & Release Engineering,0,2,0,0,0,0,0,0,1,0
A-9038,11,4,Build & Release Engineering,3,4,0,0,1,3,0,0,0,0
A-9039,105,9,Bug fixing / Maintenance,66,17,0,1,2,11,3,1,2,2
A-904,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-9040,29,5,Bug fixing / Maintenance,22,0,0,1,2,3,0,1,0,0
A-9041,157,7,Bug fixing / Maintenance,63,40,0,1,11,37,2,0,3,0
A-9042,4,2,Bug fixing / Maintenance,3,1,0,0,0,0,0,0,0,0
A-9043,71,7,Bug fixing / Maintenance,33,7,0,2,2,24,1,0,0,2
A-9044,23,6,Bug fixing / Maintenance,10,1,0,1,4,4,0,0,3,0
A-9045,148,8,Bug fixing / Maintenance,46,41,1,1,7,32,0,0,2,18
A-9046,8,3,Build & Release Engineering,0,3,0,0,3,2,0,0,0,0
A-9047,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-9048,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9049,5,2,Feature / Improvement Implementation,0,0,0,0,2,3,0,0,0,0
A-905,20,6,Bug fixing / Maintenance,10,1,0,2,2,4,0,0,0,1
A-9050,117,10,Testing & Verification,30,3,4,3,8,17,10,2,1,39
A-9051,12,7,Bug fixing / Maintenance,4,1,1,0,1,3,1,0,0,1
A-9052,152,10,Bug fixing / Maintenance,40,7,3,10,4,29,13,3,6,37
A-9053,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9054,3,2,Other,0,0,1,0,0,0,2,0,0,0
A-9055,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9056,8,4,Feature / Improvement Implementation,0,0,0,1,0,3,3,0,0,1
A-9057,70,6,Bug fixing / Maintenance,54,0,0,1,2,8,0,0,2,3
A-9058,68,7,Bug fixing / Maintenance,21,4,0,7,4,19,11,0,0,2
A-9059,12,4,Bug fixing / Maintenance,9,0,0,1,0,1,1,0,0,0
A-906,7,4,Bug fixing / Maintenance,3,1,0,0,1,2,0,0,0,0
A-9060,37,7,Bug fixing / Maintenance,13,1,0,2,0,4,11,0,2,4
A-9061,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9062,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9063,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9064,10,3,Bug fixing / Maintenance,5,4,0,0,0,1,0,0,0,0
A-9065,28,8,Feature / Improvement Implementation,6,1,1,1,0,12,3,1,0,3
A-9066,11,4,Bug fixing / Maintenance,5,0,0,0,0,2,2,0,0,2
A-9067,59,9,Bug fixing / Maintenance,17,2,0,6,1,9,17,1,1,5
A-9068,3,2,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,1
A-9069,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-907,24,6,Bug fixing / Maintenance,12,1,0,0,3,3,0,1,0,4
A-9070,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9071,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9072,48,8,Bug fixing / Maintenance,21,3,0,4,4,8,1,0,2,5
A-9073,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9074,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9075,83,9,Bug fixing / Maintenance,29,5,0,6,4,24,8,1,1,5
A-9076,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-9077,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9078,28,7,Design & API Evolution,1,0,0,13,1,5,6,0,1,1
A-9079,484,9,Bug fixing / Maintenance,199,17,5,35,11,74,57,3,0,83
A-908,4,4,Bug fixing / Maintenance,1,0,0,1,0,1,0,0,0,1
A-9080,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9081,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9082,4,3,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,1
A-9083,8,4,Code Refactoring & Cleanup,1,0,3,1,0,3,0,0,0,0
A-9084,32,10,Other,2,4,1,2,1,2,14,1,2,3
A-9085,8,4,Bug fixing / Maintenance,3,0,0,1,0,3,0,0,0,1
A-9086,157,9,Bug fixing / Maintenance,51,9,3,6,6,29,11,11,0,31
A-9087,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-9088,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9089,13,5,Other,0,1,0,1,0,3,4,0,4,0
A-909,86,7,Feature / Improvement Implementation,22,11,0,5,1,42,0,4,0,1
A-9090,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9091,5,4,Feature / Improvement Implementation,1,0,0,1,1,2,0,0,0,0
A-9092,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-9093,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9094,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9095,73,10,Testing & Verification,15,7,5,1,4,15,3,2,1,20
A-9096,78,8,Bug fixing / Maintenance,30,2,4,4,13,13,5,0,0,7
A-9097,352,10,Bug fixing / Maintenance,127,40,4,16,16,67,16,4,13,49
A-9098,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-9099,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-91,8,4,Bug fixing / Maintenance,4,0,0,0,1,0,1,0,0,2
A-910,100,10,Other,17,15,1,3,4,18,28,3,2,9
A-9100,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9101,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9102,19,6,Bug fixing / Maintenance,5,2,0,2,0,4,2,0,4,0
A-9103,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9104,16,5,Bug fixing / Maintenance,6,0,0,2,0,4,2,0,0,2
A-9105,24,5,Feature / Improvement Implementation,6,1,0,2,0,12,0,0,0,3
A-9106,25,6,Other,2,2,0,2,0,6,9,0,0,4
A-9107,25,6,Bug fixing / Maintenance,10,1,0,2,1,7,0,4,0,0
A-9108,6,4,Build & Release Engineering,0,2,0,1,0,0,1,0,2,0
A-9109,26,9,Testing & Verification,3,2,1,2,1,2,2,0,1,12
A-911,10,5,Bug fixing / Maintenance,3,0,1,0,2,3,1,0,0,0
A-9110,18,5,Bug fixing / Maintenance,11,0,0,0,3,2,0,1,0,1
A-9111,10,6,Bug fixing / Maintenance,4,0,0,2,0,1,1,1,0,1
A-9112,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9113,6,1,Bug fixing / Maintenance,6,0,0,0,0,0,0,0,0,0
A-9114,57,7,Bug fixing / Maintenance,32,4,1,1,3,6,0,0,0,10
A-9115,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9116,92,9,Bug fixing / Maintenance,38,5,2,2,3,21,8,0,1,12
A-9117,12,3,Testing & Verification,1,0,0,0,0,2,0,0,0,9
A-9118,28,7,Build & Release Engineering,5,9,4,0,1,2,6,0,0,1
A-9119,3,1,Documentation,0,0,0,0,3,0,0,0,0,0
A-912,3,3,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,1
A-9120,9,5,Bug fixing / Maintenance,3,0,0,2,0,2,1,0,0,1
A-9121,17,4,Bug fixing / Maintenance,9,0,0,1,1,6,0,0,0,0
A-9122,11,4,Feature / Improvement Implementation,3,0,0,0,1,6,0,0,0,1
A-9123,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9124,7,5,Bug fixing / Maintenance,3,1,0,0,1,1,0,0,1,0
A-9125,4,3,Feature / Improvement Implementation,0,0,0,0,0,2,1,1,0,0
A-9126,12,4,Bug fixing / Maintenance,5,0,0,1,0,5,0,0,0,1
A-9127,9,5,Feature / Improvement Implementation,0,2,0,0,2,3,1,0,0,1
A-9128,4,2,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,2
A-9129,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-913,309,10,Bug fixing / Maintenance,136,20,6,21,6,38,42,9,3,28
A-9130,5,2,Feature / Improvement Implementation,2,0,0,0,0,3,0,0,0,0
A-9131,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9132,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9133,4,3,Bug fixing / Maintenance,2,1,0,0,0,1,0,0,0,0
A-9134,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9135,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-9136,4,3,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,1
A-9137,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9138,16,4,Bug fixing / Maintenance,8,0,0,0,0,6,0,1,0,1
A-9139,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-914,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-9140,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-9141,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9142,2,2,Documentation,0,0,0,0,1,0,0,0,0,1
A-9143,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-9144,3,3,Bug fixing / Maintenance,1,1,0,0,0,0,0,1,0,0
A-9145,10,4,Build & Release Engineering,1,7,0,0,0,1,0,0,0,1
A-9146,7,4,Bug fixing / Maintenance,3,1,0,0,0,2,0,0,0,1
A-9147,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9148,30,6,Bug fixing / Maintenance,15,2,0,4,2,5,0,0,0,2
A-9149,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-915,397,10,Bug fixing / Maintenance,201,22,1,13,20,31,47,8,5,49
A-9150,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9151,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9152,12,4,Testing & Verification,1,1,0,0,0,2,0,0,0,8
A-9153,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9154,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9155,6,2,Feature / Improvement Implementation,2,0,0,0,0,4,0,0,0,0
A-9156,4,3,Bug fixing / Maintenance,2,0,0,0,0,1,0,1,0,0
A-9157,16,4,Feature / Improvement Implementation,5,0,0,0,1,8,0,0,0,2
A-9158,26,4,Feature / Improvement Implementation,7,2,0,0,6,11,0,0,0,0
A-9159,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-916,99,10,Other,15,8,1,8,2,7,44,1,2,11
A-9160,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9161,6,4,Bug fixing / Maintenance,2,0,1,0,1,2,0,0,0,0
A-9162,3,2,Testing & Verification,0,0,0,0,1,0,0,0,0,2
A-9163,4,3,Bug fixing / Maintenance,2,0,0,0,1,1,0,0,0,0
A-9164,10,7,Build & Release Engineering,1,2,1,0,1,2,2,0,0,1
A-9165,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-9166,203,10,Other,46,9,3,9,6,36,58,1,1,34
A-9167,3,2,Feature / Improvement Implementation,0,0,0,0,1,2,0,0,0,0
A-9168,4,3,Bug fixing / Maintenance,2,1,0,0,0,0,1,0,0,0
A-9169,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-917,122,10,Other,20,1,4,12,6,19,44,2,3,11
A-9170,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9171,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9172,21,4,Bug fixing / Maintenance,9,3,0,1,0,8,0,0,0,0
A-9173,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-9174,31,6,Bug fixing / Maintenance,20,1,0,1,1,6,0,0,0,2
A-9175,6,4,Testing & Verification,1,0,0,0,0,1,1,0,0,3
A-9176,7,4,Feature / Improvement Implementation,1,0,0,1,0,4,0,0,0,1
A-9177,4,3,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,1
A-9178,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9179,29,6,Bug fixing / Maintenance,19,1,0,1,1,5,0,0,0,2
A-918,1,1,Code Refactoring & Cleanup,0,0,1,0,0,0,0,0,0,0
A-9180,4,4,Bug fixing / Maintenance,1,1,0,1,0,0,0,1,0,0
A-9181,6,3,Bug fixing / Maintenance,3,2,0,0,0,0,0,0,0,1
A-9182,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9183,2,2,Design & API Evolution,0,0,0,1,0,0,0,0,0,1
A-9184,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9185,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9186,7,2,Bug fixing / Maintenance,6,0,0,0,0,1,0,0,0,0
A-9187,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9188,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-9189,3,2,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,1
A-919,35,8,Bug fixing / Maintenance,14,1,0,3,3,8,3,1,0,2
A-9190,7,3,Bug fixing / Maintenance,5,1,0,0,0,0,0,1,0,0
A-9191,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9192,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9193,15,4,Feature / Improvement Implementation,0,0,0,2,1,11,0,1,0,0
A-9194,13,2,Bug fixing / Maintenance,11,0,0,0,0,0,0,0,0,2
A-9195,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9196,12,4,Feature / Improvement Implementation,1,0,0,0,0,5,0,4,0,2
A-9197,258,9,Feature / Improvement Implementation,71,18,0,26,11,72,26,7,2,25
A-9198,3,3,Bug fixing / Maintenance,1,1,0,0,0,1,0,0,0,0
A-9199,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-92,7,1,Bug fixing / Maintenance,7,0,0,0,0,0,0,0,0,0
A-920,217,8,Bug fixing / Maintenance,91,6,0,6,6,49,27,4,0,28
A-9200,6,3,Bug fixing / Maintenance,4,1,0,0,0,1,0,0,0,0
A-9201,15,4,Feature / Improvement Implementation,2,3,0,0,0,8,0,0,0,2
A-9202,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9203,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9204,6,3,Bug fixing / Maintenance,3,0,0,2,0,1,0,0,0,0
A-9205,6,3,Bug fixing / Maintenance,3,0,0,0,2,1,0,0,0,0
A-9206,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9207,26,6,Bug fixing / Maintenance,11,0,3,1,0,6,1,0,0,4
A-9208,4,3,Testing & Verification,0,0,0,1,0,1,0,0,0,2
A-9209,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-921,13,3,Bug fixing / Maintenance,7,0,0,2,4,0,0,0,0,0
A-9210,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,1
A-9211,38,5,Bug fixing / Maintenance,16,2,0,0,0,6,2,0,0,12
A-9212,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9213,20,7,Bug fixing / Maintenance,8,1,1,1,0,3,4,0,0,2
A-9214,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9215,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9216,21,5,Documentation,5,0,1,0,9,3,3,0,0,0
A-9217,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9218,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9219,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-922,6,2,Bug fixing / Maintenance,5,1,0,0,0,0,0,0,0,0
A-9220,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9221,5,3,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,1
A-9222,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9223,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9224,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-9225,3,2,Documentation,1,0,0,0,2,0,0,0,0,0
A-9226,1,1,Code Refactoring & Cleanup,0,0,1,0,0,0,0,0,0,0
A-9227,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-9228,5,2,Bug fixing / Maintenance,3,0,0,0,0,2,0,0,0,0
A-9229,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-923,7,2,Bug fixing / Maintenance,5,0,0,0,0,2,0,0,0,0
A-9230,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9231,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9232,4,3,Bug fixing / Maintenance,2,0,0,1,0,1,0,0,0,0
A-9233,69,7,Feature / Improvement Implementation,17,2,0,6,1,30,0,1,0,12
A-9234,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9235,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9236,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9237,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9238,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9239,28,7,Feature / Improvement Implementation,6,1,1,2,0,16,1,0,0,1
A-924,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9240,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-9241,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9242,19,4,Bug fixing / Maintenance,11,0,0,0,4,0,0,1,0,3
A-9243,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9244,168,10,Feature / Improvement Implementation,28,13,10,10,10,42,22,6,18,9
A-9245,3,2,Documentation,1,0,0,0,2,0,0,0,0,0
A-9246,13,6,Bug fixing / Maintenance,5,1,0,3,0,2,0,0,1,1
A-9247,3,2,Feature / Improvement Implementation,0,0,0,0,1,2,0,0,0,0
A-9248,3,2,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,1,0
A-9249,3,3,Build & Release Engineering,0,1,0,0,0,1,0,0,0,1
A-925,14,6,Feature / Improvement Implementation,3,1,0,1,1,5,0,0,0,3
A-9250,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9251,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9252,3,2,Bug fixing / Maintenance,2,0,0,1,0,0,0,0,0,0
A-9253,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,1,0
A-9254,7,2,Documentation,1,0,0,0,6,0,0,0,0,0
A-9255,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-9256,1,1,Project / General Task,0,0,0,0,0,0,0,0,1,0
A-9257,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9258,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9259,3,3,Bug fixing / Maintenance,1,1,0,0,0,1,0,0,0,0
A-926,7,4,Testing & Verification,2,0,0,0,0,0,1,0,1,3
A-9260,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9261,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9262,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9263,3,3,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,1
A-9264,21,6,Bug fixing / Maintenance,9,0,0,1,0,6,1,3,0,1
